Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,129.06309509277344,129.94264221191406,128.8432159423828,129.46463012695312,111.58650970458984,3293436
2020-01-03,127.69598388671875,128.92926025390625,127.6864242553711,128.43212890625,110.69659423828125,2482890
2020-01-06,127.55258178710938,128.33651733398438,127.34225463867188,128.2026824951172,110.49883270263672,2537073
2020-01-07,127.81070709228516,129.0248565673828,127.53346252441406,128.28871154785156,110.57298278808594,3232977
2020-01-08,128.5946502685547,129.88528442382812,128.0305938720703,129.35946655273438,111.49586486816406,4545916
2020-01-09,129.7705535888672,130.77438354492188,129.35946655273438,130.72657775878906,112.67417907714844,3902208
2020-01-10,130.9751434326172,131.806884765625,130.31549072265625,130.67877197265625,112.63299560546875,3405148
2020-01-13,129.52198791503906,130.6309814453125,129.13002014160156,130.5927276611328,112.55882263183594,3693426
2020-01-14,130.28680419921875,131.10899353027344,129.5889129638672,129.84703063964844,111.91609191894531,3850326
2020-01-15,130.0191192626953,131.988525390625,129.7418670654297,130.6118621826172,112.57530975341797,4232011
2020-01-16,131.28106689453125,132.11280822753906,130.98471069335938,131.91204833984375,113.69596099853516,4519661
2020-01-17,130.53536987304688,132.2466583251953,130.17208862304688,132.2275390625,113.96788024902344,5881972
2020-01-21,131.74952697753906,133.2218017578125,131.5487518310547,133.04971313476562,114.67652130126953,7577329
2020-01-22,137.0172119140625,139.3785858154297,136.28106689453125,137.5621337890625,118.5657958984375,17228038
2020-01-23,137.85850524902344,138.0592803955078,135.89866638183594,136.58700561523438,117.72533416748047,5918059
2020-01-24,137.08413696289062,137.5908203125,134.28298950195312,134.3785858154297,115.82189178466797,5836889
2020-01-27,132.4091796875,133.91014099121094,132.02676391601562,132.52389526367188,114.22331237792969,4358264
2020-01-28,133.36520385742188,134.29254150390625,132.64817810058594,133.41299438476562,114.9896240234375,3610374
2020-01-29,133.04971313476562,133.44168090820312,131.5487518310547,131.63479614257812,113.45699310302734,3194275
2020-01-30,130.74569702148438,130.9464569091797,129.034423828125,130.75526428222656,112.69891357421875,5290563
2020-01-31,136.6156768798828,137.71510314941406,134.5984649658203,137.4091796875,118.43397521972656,19868352
2020-02-03,137.90631103515625,140.8030548095703,137.5717010498047,139.8374786376953,120.52696228027344,9295488
2020-02-04,141.28106689453125,142.81069946289062,140.420654296875,142.55258178710938,122.86709594726562,5879566
2020-02-05,143.6042022705078,150.51625061035156,143.54684448242188,149.45506286621094,128.81643676757812,15048593
2020-02-06,149.92352294921875,151.76864624023438,148.5850830078125,149.86614990234375,129.1707305908203,8786923
2020-02-07,147.7533416748047,148.69981384277344,146.1950225830078,146.66348266601562,127.73035430908203,6718876
2020-02-10,146.24282836914062,147.64817810058594,144.91395568847656,147.6386260986328,128.57957458496094,5480831
2020-02-11,148.29827880859375,148.3938751220703,146.0133819580078,146.73040771484375,127.78861999511719,4011515
2020-02-12,146.988525390625,148.75717163085938,146.76864624023438,148.47991943359375,129.31228637695312,4641939
2020-02-13,147.58126831054688,148.02102661132812,146.66348266601562,147.52389526367188,128.4796600341797,3996452
2020-02-14,147.62905883789062,147.76290893554688,143.18356323242188,144.07266235351562,125.4739761352539,6379763
2020-02-18,143.2026824951172,144.72274780273438,143.0592803955078,144.45506286621094,125.8070068359375,3496778
2020-02-19,144.87571716308594,145.2103271484375,143.69981384277344,144.22561645507812,125.6071548461914,2858613
2020-02-20,144.17782592773438,144.9521942138672,142.93499755859375,144.56979370117188,125.90692138671875,3013003
2020-02-21,144.397705078125,144.397705078125,142.29444885253906,143.25047302246094,124.75791931152344,3699597
2020-02-24,139.11090087890625,141.53919982910156,138.9866180419922,139.9904327392578,121.91871643066406,5703210
2020-02-25,140.06692504882812,140.602294921875,135.0478057861328,135.47801208496094,117.98880767822266,6497229
2020-02-26,136.6156768798828,137.72467041015625,133.46080017089844,133.6042022705078,116.35688018798828,5656663
2020-02-27,131.20458984375,132.5908203125,127.16061401367188,127.25621032714844,110.8283920288086,8808471
2020-02-28,124.26386260986328,125.3250503540039,120.80306243896484,124.42638397216797,108.36386108398438,13607832
2020-03-02,125.0,128.52772521972656,122.32313537597656,128.3938751220703,111.81918334960938,8923844
2020-03-03,128.5659637451172,130.11471557617188,122.17973327636719,123.23136138916016,107.32311248779297,8259321
2020-03-04,125.79350280761719,128.374755859375,123.32695770263672,128.31739807128906,111.75257110595703,5226234
2020-03-05,124.76099395751953,126.47227478027344,122.8011474609375,123.85277557373047,107.86430358886719,5696725
2020-03-06,121.12810516357422,122.6864242553711,119.04397583007812,122.11280822753906,106.34896087646484,8570192
2020-03-09,114.87571716308594,117.02677154541016,112.12236785888672,112.62906646728516,98.08949279785156,11252345
2020-03-10,117.38050079345703,119.38814544677734,110.6692123413086,119.2829818725586,103.88443756103516,11935592
2020-03-11,115.68833923339844,117.18929290771484,111.26194763183594,112.78202819824219,98.22272491455078,8835039
2020-03-12,104.82791900634766,104.97132110595703,97.78202819824219,98.2887191772461,85.60038757324219,13088284
2020-03-13,103.90057373046875,104.35946655273438,96.37667083740234,103.20267486572266,89.87999725341797,13077197
2020-03-16,93.69024658203125,102.6864242553711,90.82218170166016,94.7227554321289,82.4947738647461,11054128
2020-03-17,96.18547058105469,102.67686462402344,92.82982635498047,101.95984649658203,88.797607421875,9684182
2020-03-18,95.03823852539062,102.22753143310547,95.02867889404297,98.99617767333984,86.21652221679688,9176035
2020-03-19,97.82982635498047,99.13002014160156,93.91969299316406,95.9273452758789,83.54383087158203,8782739
2020-03-20,96.4818344116211,96.54875946044922,90.54492950439453,91.19503021240234,79.42243194580078,11031639
2020-03-23,90.43977355957031,93.44168090820312,86.57743835449219,90.602294921875,78.90621948242188,10176952
2020-03-24,95.59273529052734,101.37667083740234,94.89483642578125,100.84130096435547,87.82344818115234,8340699
2020-03-25,100.84130096435547,107.53346252441406,98.3078384399414,101.19503021240234,88.13151550292969,9052084
2020-03-26,102.20841217041016,108.17399597167969,100.9273452758789,107.92543029785156,93.9930648803711,7482561
2020-03-27,103.80496978759766,106.5965576171875,102.9158706665039,103.27915954589844,89.94658660888672,6718458
2020-03-30,103.33651733398438,108.4703598022461,103.06883239746094,107.96366882324219,94.02635192871094,5820467
2020-03-31,107.07456970214844,108.80496978759766,105.3250503540039,106.05162811279297,92.36116027832031,6635092
2020-04-01,101.68260192871094,105.08604431152344,99.92351531982422,100.51625061035156,87.54034423828125,6394093
2020-04-02,100.73613739013672,105.46845245361328,100.51625061035156,105.16252136230469,91.58683013916016,6619820
2020-04-03,104.13002014160156,105.22944641113281,100.30592346191406,101.66348266601562,88.53947448730469,4747585
2020-04-06,105.49713134765625,110.54492950439453,105.28680419921875,109.77055358886719,95.5999984741211,7357773
2020-04-07,113.57552337646484,114.31166076660156,109.818359375,109.8852767944336,95.69991302490234,5852684
2020-04-08,111.19503021240234,114.68450927734375,110.00955963134766,114.04397583007812,99.3217544555664,5395896
2020-04-09,115.181640625,117.51434326171875,114.8852767944336,116.15679168701172,101.16182708740234,5832705
2020-04-13,116.28107452392578,116.44359588623047,112.84894561767578,115.82218170166016,100.87040710449219,5355206
2020-04-14,118.03059387207031,119.6749496459961,117.22753143310547,118.46080017089844,103.16840362548828,5322780
2020-04-15,113.88145446777344,114.9043960571289,111.62523651123047,113.4703598022461,98.82218933105469,5896616
2020-04-16,113.77629089355469,114.48374938964844,109.38814544677734,110.64053344726562,96.357666015625,6754650
2020-04-17,114.05353546142578,115.0956039428711,112.73422241210938,114.83747863769531,100.01282501220703,5194436
2020-04-20,113.9101333618164,117.45697784423828,112.94454956054688,115.1147232055664,100.2542724609375,8558058
